id,name,title,description,priority,assign_date,task_1,task_2,task_3,task_4,completion_date,mood,mood_task_logic
31,Simran,Bug Fixing (copy) ,Build analytics dashboard [updated] ,urgent,9/21/2025,Build charts * ,Clean data ,Test filters ,Deploy ,9/23/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
32,Neha,Analyze Data (copy) ,Security patching [updated] ,low,10/15/2025,Clean data * ,Build charts ,Refactor code ,Deploy ,10/18/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
6,Rohan,Update API (copy) ,Module-level testing [updated] ,medium,10/14/2025,Improve UI * ,Deploy ,Write REA ,Clean data ,10/16/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
44,Vikram,Analyze Data ,Improve performance ,urgent,10/15/2025,Prepare PR ,Test filters ,Deploy ,Write REA ,10/20/2025,Neutral,Perform regular tasks; Moderate workload management
54,Priya,Fix login bug (copy) ,Data analytics [updated] ,high,9/16/2025,Test filters * ,Review logs ,Design DB ,Build charts ,9/18/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
90,Priya,Enhance Security ,Update backend APIs ,low,9/8/2025,Design DB ,Build charts ,Refactor code ,Write REA ,9/11/2025,Neutral,Perform regular tasks; Moderate workload management
97,Neha,Bug Fixing (copy) ,Critical issue [updated] ,medium,10/20/2025,Deploy * ,Write REA ,Clean data ,Prepare PR ,10/22/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
23,Simran,Enhance Security (copy) ,Frontend redesign [updated] ,urgent,10/6/2025,Improve UI * ,Write REA ,Refactor code ,Build charts ,10/10/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
22,Anjali,Update API (copy) ,Update backend APIs [updated] ,medium,10/8/2025,Clean data * ,Deploy ,Improve UI ,Design DB ,10/11/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
75,Anjali,Design UI (copy) ,Security patching [updated] ,high,10/20/2025,Clean data * ,Test filters ,Review logs ,Design DB ,10/24/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
85,Priya,Fix login bug (copy) ,Critical issue [updated] ,medium,10/9/2025,Clean data * ,Improve UI ,Design DB ,Prepare PR ,10/13/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
96,Supriya,Fix login bug (copy) ,Improve performance [updated] ,urgent,9/11/2025,Refactor code * ,Test filters ,Build charts ,Design DB ,9/14/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
26,Raj,Update API ,Minor bug fixes ,urgent,9/16/2025,Clean data ,Prepare PR ,Deploy ,Test filters ,9/19/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
98,Anjali,Testing Module (copy) ,Security patching [updated] ,high,10/29/2025,Build charts * ,Clean data ,Improve UI ,Refactor code ,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
70,Simran,Optimize Query (copy) ,Module-level testing [updated] ,urgent,10/12/2025,Write REA * ,Clean data ,Review logs ,Design DB ,10/14/2025,Neutral,Perform regular tasks; Moderate workload management
41,Anjali,Optimize Query (copy) ,Module-level testing [updated] ,low,9/21/2025,Clean data * ,Test filters ,Build charts ,Prepare PR ,9/25/2025,Neutral,Perform regular tasks; Moderate workload management
85,Priya,Fix login bug (copy) ,Critical issue [updated] ,medium,10/9/2025,Clean data * ,Improve UI ,Design DB ,Prepare PR ,10/13/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
28,Supriya,Bug Fixing (copy) ,Update backend APIs [updated] ,low,10/19/2025,Design DB * ,Deploy ,Build charts ,Write REA ,10/23/2025,Neutral,Perform regular tasks; Moderate workload management
16,Supriya,Design UI ,Build analytics dashboard ,medium,10/8/2025,Write REA ,Build charts ,Clean data ,Test filters ,10/11/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
28,Supriya,Bug Fixing (copy) ,Update backend APIs [updated] ,low,10/19/2025,Design DB * ,Deploy ,Build charts ,Write REA ,10/23/2025,Neutral,Perform regular tasks; Moderate workload management
38,Vikram,Design UI (copy) ,Frontend redesign [updated] ,urgent,9/14/2025,Refactor code * ,Prepare PR ,Test filters ,Clean data ,9/17/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
91,Karan,Update API (copy) ,Module-level testing [updated] ,low,10/3/2025,Design DB * ,Refactor code ,Deploy ,Write REA ,10/8/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
89,Vikram,Bug Fixing (copy) ,Module-level testing [updated] ,low,9/7/2025,Refactor code * ,Build charts ,Improve UI ,Review logs ,9/10/2025,Neutral,Perform regular tasks; Moderate workload management
96,Supriya,Fix login bug (copy) ,Improve performance [updated] ,urgent,9/11/2025,Refactor code * ,Test filters ,Build charts ,Design DB ,9/14/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
19,Anjali,Testing Module ,Security patching ,high,9/30/2025,Prepare PR ,Design DB ,Refactor code ,Test filters ,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
48,Raj,Create Report (copy) ,Frontend redesign [updated] ,low,10/16/2025,Prepare PR * ,Test filters ,Refactor code ,Clean data ,10/17/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
25,Priya,Bug Fixing (copy) ,Build analytics dashboard [updated] ,high,10/18/2025,Write REA * ,Review logs ,Build charts ,Refactor code ,10/21/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
99,Raj,Create Dashboard (copy) ,Reporting module [updated] ,medium,9/10/2025,Refactor code * ,Build charts ,Design DB ,Write REA ,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
42,Vikram,Bug Fixing (copy) ,Critical issue [updated] ,high,9/28/2025,Refactor code * ,Improve UI ,Prepare PR ,Design DB ,10/3/2025,Neutral,Perform regular tasks; Moderate workload management
84,Priya,Fix login bug (copy) ,Update backend APIs [updated] ,low,10/21/2025,Deploy * ,Write REA ,Build charts ,Improve UI ,10/24/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
55,Priya,Create Report (copy) ,Frontend redesign [updated] ,urgent,10/13/2025,Prepare PR * ,Review logs ,Refactor code ,Test filters ,10/14/2025,Neutral,Perform regular tasks; Moderate workload management
39,Amit,Testing Module (copy) ,Critical issue [updated] ,high,10/15/2025,Design DB * ,Write REA ,Review logs ,Build charts ,10/19/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
61,Supriya,Create Report (copy) ,Build analytics dashboard [updated] ,high,9/11/2025,Design DB * ,Clean data ,Build charts ,Prepare PR ,9/12/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
13,Priya,Analyze Data (copy) ,Minor bug fixes [updated] ,high,9/30/2025,Test filters * ,Design DB ,Clean data ,Write REA ,10/3/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
13,Priya,Analyze Data (copy) ,Minor bug fixes [updated] ,high,9/30/2025,Test filters * ,Design DB ,Clean data ,Write REA ,10/3/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
2,Raj,Fix login bug (copy) ,Minor bug fixes [updated] ,medium,10/23/2025,Refactor code * ,Write REA ,Deploy ,Test filters ,10/28/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
73,Priya,Create Report (copy) ,Frontend redesign [updated] ,urgent,9/23/2025,Test filters * ,Review logs ,Prepare PR ,Clean data ,9/28/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
86,Neha,Create Report (copy) ,Build analytics dashboard [updated] ,urgent,9/3/2025,Clean data * ,Test filters ,Design DB ,Review logs ,9/6/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
62,Rohan,Create Report (copy) ,Data analytics [updated] ,low,9/15/2025,Test filters * ,Review logs ,Improve UI ,Prepare PR ,9/19/2025,Neutral,Perform regular tasks; Moderate workload management
39,Amit,Testing Module (copy) ,Critical issue [updated] ,high,10/15/2025,Design DB * ,Write REA ,Review logs ,Build charts ,10/19/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
19,Anjali,Testing Module (copy) ,Security patching [updated] ,high,9/30/2025,Prepare PR * ,Design DB ,Refactor code ,Test filters ,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
22,Anjali,Update API (copy) ,Update backend APIs [updated] ,medium,10/8/2025,Clean data * ,Deploy ,Improve UI ,Design DB ,10/11/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
56,Vikram,Enhance Security (copy) ,Frontend redesign [updated] ,urgent,9/28/2025,Write REA * ,Build charts ,Prepare PR ,Design DB ,9/29/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
95,Rohan,Design UI ,Improve performance ,low,9/2/2025,Review logs ,Design DB ,Test filters ,Deploy ,9/3/2025,Neutral,Perform regular tasks; Moderate workload management
35,Karan,Testing Module (copy) ,Update backend APIs [updated] ,medium,9/6/2025,Build charts * ,Improve UI ,Prepare PR ,Test filters ,9/9/2025,Neutral,Perform regular tasks; Moderate workload management
40,Simran,Update API (copy) ,Frontend redesign [updated] ,high,9/21/2025,Build charts * ,Clean data ,Design DB ,Improve UI ,9/24/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
88,Supriya,Analyze Data (copy) ,Minor bug fixes [updated] ,medium,9/30/2025,Test filters * ,Prepare PR ,Clean data ,Write REA ,10/3/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
75,Anjali,Design UI ,Security patching ,high,10/20/2025,Clean data ,Test filters ,Review logs ,Design DB ,10/24/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
6,Rohan,Update API (copy) ,Module-level testing [updated] ,medium,10/14/2025,Improve UI * ,Deploy ,Write REA ,Clean data ,10/16/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
99,Raj,Create Dashboard (copy) ,Reporting module [updated] ,medium,9/10/2025,Refactor code * ,Build charts ,Design DB ,Write REA ,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
100,Karan,Optimize Query (copy) ,Reporting module [updated] ,high,10/23/2025,Write REA * ,Design DB ,Clean data ,Refactor code ,10/27/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
72,Neha,Fix login bug (copy) ,Frontend redesign [updated] ,medium,9/14/2025,Write REA * ,Improve UI ,Prepare PR ,Test filters ,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
81,Karan,Update API (copy) ,Data analytics [updated] ,urgent,10/21/2025,Clean data * ,Build charts ,Review logs ,Design DB ,10/23/2025,Neutral,Perform regular tasks; Moderate workload management
63,Vikram,Create Dashboard (copy) ,Critical issue [updated] ,low,9/21/2025,Clean data * ,Build charts ,Write REA ,Review logs ,9/26/2025,Neutral,Perform regular tasks; Moderate workload management
47,Karan,Fix login bug (copy) ,Critical issue [updated] ,urgent,10/22/2025,Improve UI * ,Clean data ,Test filters ,Prepare PR ,10/25/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
76,Vikram,Analyze Data (copy) ,Update backend APIs [updated] ,urgent,9/14/2025,Clean data * ,Design DB ,Refactor code ,Test filters ,9/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
44,Vikram,Analyze Data (copy) ,Improve performance [updated] ,urgent,10/15/2025,Prepare PR * ,Test filters ,Deploy ,Write REA ,10/20/2025,Neutral,Perform regular tasks; Moderate workload management
91,Karan,Update API (copy) ,Module-level testing [updated] ,low,10/3/2025,Design DB * ,Refactor code ,Deploy ,Write REA ,10/8/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
8,Karan,Enhance Security (copy) ,Module-level testing [updated] ,low,10/2/2025,Deploy * ,Refactor code ,Improve UI ,Write REA ,10/4/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
40,Simran,Update API (copy) ,Frontend redesign [updated] ,high,9/21/2025,Build charts * ,Clean data ,Design DB ,Improve UI ,9/24/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
34,Amit,Optimize Query ,Data analytics ,high,10/26/2025,Clean data ,Build charts ,Refactor code ,Design DB ,10/30/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
86,Neha,Create Report (copy) ,Build analytics dashboard [updated] ,urgent,9/3/2025,Clean data * ,Test filters ,Design DB ,Review logs ,9/6/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
72,Neha,Fix login bug (copy) ,Frontend redesign [updated] ,medium,9/14/2025,Write REA * ,Improve UI ,Prepare PR ,Test filters ,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
72,Neha,Fix login bug (copy) ,Frontend redesign [updated] ,medium,9/14/2025,Write REA * ,Improve UI ,Prepare PR ,Test filters ,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
94,Supriya,Enhance Security (copy) ,Improve performance [updated] ,high,10/28/2025,Refactor code * ,Prepare PR ,Review logs ,Design DB ,11/2/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
73,Priya,Create Report (copy) ,Frontend redesign [updated] ,urgent,9/23/2025,Test filters * ,Review logs ,Prepare PR ,Clean data ,9/28/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
61,Supriya,Create Report (copy) ,Build analytics dashboard [updated] ,high,9/11/2025,Design DB * ,Clean data ,Build charts ,Prepare PR ,9/12/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
24,Raj,Fix login bug ,Data analytics ,high,9/16/2025,Improve UI ,Design DB ,Deploy ,Refactor code ,9/19/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
72,Neha,Fix login bug (copy) ,Frontend redesign [updated] ,medium,9/14/2025,Write REA * ,Improve UI ,Prepare PR ,Test filters ,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
68,Vikram,Create Report ,Frontend redesign ,medium,10/26/2025,Write REA ,Improve UI ,Build charts ,Design DB ,10/29/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
63,Vikram,Create Dashboard (copy) ,Critical issue [updated] ,low,9/21/2025,Clean data * ,Build charts ,Write REA ,Review logs ,9/26/2025,Neutral,Perform regular tasks; Moderate workload management
64,Rohan,Create Report (copy) ,Data analytics [updated] ,urgent,10/6/2025,Build charts * ,Test filters ,Refactor code ,Clean data ,10/9/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
98,Anjali,Testing Module (copy) ,Security patching [updated] ,high,10/29/2025,Build charts * ,Clean data ,Improve UI ,Refactor code ,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
40,Simran,Update API (copy) ,Frontend redesign [updated] ,high,9/21/2025,Build charts * ,Clean data ,Design DB ,Improve UI ,9/24/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
15,Neha,Bug Fixing (copy) ,Critical issue [updated] ,low,9/6/2025,Improve UI * ,Design DB ,Prepare PR ,Deploy ,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
17,Supriya,Optimize Query (copy) ,Improve performance [updated] ,low,10/24/2025,Write REA * ,Design DB ,Test filters ,Clean data ,10/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
53,Priya,Bug Fixing ,Module-level testing ,low,10/24/2025,Write REA ,Improve UI ,Test filters ,Prepare PR ,10/26/2025,Neutral,Perform regular tasks; Moderate workload management
63,Vikram,Create Dashboard (copy) ,Critical issue [updated] ,low,9/21/2025,Clean data * ,Build charts ,Write REA ,Review logs ,9/26/2025,Neutral,Perform regular tasks; Moderate workload management
92,Neha,Bug Fixing (copy) ,Module-level testing [updated] ,medium,9/26/2025,Improve UI * ,Build charts ,Write REA ,Refactor code ,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
23,Simran,Enhance Security (copy) ,Frontend redesign [updated] ,urgent,10/6/2025,Improve UI * ,Write REA ,Refactor code ,Build charts ,10/10/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
